cohort	window	year	category	label_ru	role	group	matches	universe_records	records_with_abstract	matches_per_1000
mesh_only	full	2026	cell_microscopy	Клеточная микроскопия	overview	structure	2	1151	1151	1.737619
mesh_only	full	2026	epigenomics	Эпигеномика / модификации РНК	overview	omics	1	1151	1151	0.868810
mesh_only	full	2026	long_reads	Длинные чтения / direct RNA	overview	omics	2	1151	1151	1.737619
mesh_only	full	2026	crystallography_nmr	Кристаллография / ЯМР	overview	structure	2	1151	1151	1.737619
mesh_only	full	2026	annotation_homology	Аннотация / методы гомологии	overview	computation	4	1151	1151	3.475239
mesh_only	full	2026	spatial_omics	Пространственные омики	overview	omics	3	1151	1151	2.606429
mesh_only	full	2026	compound_screening	Массовый скрининг соединений	overview	assays	1	1151	1151	0.868810
mesh_only	full	2026	immune_repertoire	Профилирование иммунного репертуара	overview	assays	1	1151	1151	0.868810
mesh_only	full	2026	deep_mutational	Deep mutational scanning	overview	computation	0	1151	1151	0.000000
mesh_only	full	2026	functional_screens	Функциональные геномные скрининги	overview	models	1	1151	1151	0.868810
mesh_only	full	2026	classic_ml	Классическое машинное обучение	ai_detail	ai	43	1151	1151	37.358818
mesh_only	full	2026	deep_learning	Нейросети / глубокое обучение	ai_detail	ai	11	1151	1151	9.556907
mesh_only	full	2026	sequence_lm	Языковые модели биопоследовательностей	ai_detail	ai	1	1151	1151	0.868810
mesh_only	full	2026	text_llm	Текстовые LLM / ассистенты — прокси	ai_detail	ai	3	1151	1151	2.606429
mesh_only	full	2026	ai_structure	AI-предсказание структур	ai_detail	ai	1	1151	1151	0.868810
mesh_only	full	2026	nlp	NLP / анализ научных текстов	ai_detail	ai	2	1151	1151	1.737619
mesh_only	full	2026	generative	Генеративные модели / diffusion / GAN	ai_detail	ai	1	1151	1151	0.868810
mesh_only	ytd	2010	pcr	ПЦР / dPCR / изотерм. тесты	overview	assays	96	3266	1765	29.393754
mesh_only	ytd	2010	serology	Серология / иммуноанализ	overview	assays	75	3266	1765	22.963870
mesh_only	ytd	2010	transcriptomics	Транскриптомика / RNA-seq	overview	omics	6	3266	1765	1.837110
mesh_only	ytd	2010	ai_all	AI / машинное / глубокое обучение	overview	ai	2	3266	1765	0.612370
mesh_only	ytd	2010	phylogenetics	Филогенетика / геномная эпидем.	overview	population	28	3266	1765	8.573178
mesh_only	ytd	2010	animal_models	Животные модели	overview	models	67	3266	1765	20.514391
mesh_only	ytd	2010	genome_seq	Геномное / массовое секвенирование	overview	omics	3	3266	1765	0.918555
mesh_only	ytd	2010	cell_culture	Клеточные линии / первичные культуры	overview	models	101	3266	1765	30.924679
mesh_only	ytd	2010	metagenomics	Метагеномика / виромика	overview	omics	2	3266	1765	0.612370
mesh_only	ytd	2010	viral_vectors	Вирусные векторы / доставка генов	overview	platforms	109	3266	1765	33.374158
mesh_only	ytd	2010	molecular_modeling	Молекулярное моделирование	overview	computation	7	3266	1765	2.143295
mesh_only	ytd	2010	cytometry	Цитометрия / иммунофенотипинг	overview	assays	33	3266	1765	10.104103
mesh_only	ytd	2010	proteomics	Протеомика / интерактомика	overview	omics	5	3266	1765	1.530925
mesh_only	ytd	2010	single_cell	Одноклеточные / ядерные омики	overview	omics	7	3266	1765	2.143295
mesh_only	ytd	2010	rna_vaccines	РНК- / мРНК-вакцины	overview	platforms	0	3266	1765	0.000000
mesh_only	ytd	2010	math_epi	Математическая эпидемиология	overview	computation	2	3266	1765	0.612370
mesh_only	ytd	2010	systems_biology	Системная биология / мультиомика	overview	computation	1	3266	1765	0.306185
mesh_only	ytd	2010	metabolomics	Метаболомика / липидомика	overview	omics	1	3266	1765	0.306185
mesh_only	ytd	2010	biosensors	Биосенсоры / микрофлюидика	overview	assays	5	3266	1765	1.530925
mesh_only	ytd	2010	vlp_nanovaccines	VLP / наночастичные вакцины	overview	platforms	0	3266	1765	0.000000
mesh_only	ytd	2010	crispr_diagnostics	CRISPR-диагностика	overview	assays	0	3266	1765	0.000000
mesh_only	ytd	2010	cryo_em	Крио-ЭМ / электронная томография	overview	structure	2	3266	1765	0.612370
mesh_only	ytd	2010	wastewater	Надзор: сточные воды / среда	overview	population	0	3266	1765	0.000000
mesh_only	ytd	2010	organoids	Органоиды / органы-на-чипе	overview	models	0	3266	1765	0.000000
mesh_only	ytd	2010	cell_microscopy	Клеточная микроскопия	overview	structure	17	3266	1765	5.205144
mesh_only	ytd	2010	epigenomics	Эпигеномика / модификации РНК	overview	omics	3	3266	1765	0.918555
mesh_only	ytd	2010	long_reads	Длинные чтения / direct RNA	overview	omics	0	3266	1765	0.000000
mesh_only	ytd	2010	crystallography_nmr	Кристаллография / ЯМР	overview	structure	4	3266	1765	1.224740
mesh_only	ytd	2010	annotation_homology	Аннотация / методы гомологии	overview	computation	3	3266	1765	0.918555
mesh_only	ytd	2010	spatial_omics	Пространственные омики	overview	omics	0	3266	1765	0.000000
mesh_only	ytd	2010	compound_screening	Массовый скрининг соединений	overview	assays	2	3266	1765	0.612370
mesh_only	ytd	2010	immune_repertoire	Профилирование иммунного репертуара	overview	assays	1	3266	1765	0.306185
mesh_only	ytd	2010	deep_mutational	Deep mutational scanning	overview	computation	0	3266	1765	0.000000
mesh_only	ytd	2010	functional_screens	Функциональные геномные скрининги	overview	models	2	3266	1765	0.612370
mesh_only	ytd	2010	classic_ml	Классическое машинное обучение	ai_detail	ai	1	3266	1765	0.306185
mesh_only	ytd	2010	deep_learning	Нейросети / глубокое обучение	ai_detail	ai	1	3266	1765	0.306185
mesh_only	ytd	2010	sequence_lm	Языковые модели биопоследовательностей	ai_detail	ai	0	3266	1765	0.000000
mesh_only	ytd	2010	text_llm	Текстовые LLM / ассистенты — прокси	ai_detail	ai	0	3266	1765	0.000000
mesh_only	ytd	2010	ai_structure	AI-предсказание структур	ai_detail	ai	0	3266	1765	0.000000
mesh_only	ytd	2010	nlp	NLP / анализ научных текстов	ai_detail	ai	0	3266	1765	0.000000
mesh_only	ytd	2010	generative	Генеративные модели / diffusion / GAN	ai_detail	ai	0	3266	1765	0.000000
mesh_only	ytd	2011	pcr	ПЦР / dPCR / изотерм. тесты	overview	assays	107	3380	1952	31.656805
mesh_only	ytd	2011	serology	Серология / иммуноанализ	overview	assays	75	3380	1952	22.189349
mesh_only	ytd	2011	transcriptomics	Транскриптомика / RNA-seq	overview	omics	12	3380	1952	3.550296
mesh_only	ytd	2011	ai_all	AI / машинное / глубокое обучение	overview	ai	5	3380	1952	1.479290
mesh_only	ytd	2011	phylogenetics	Филогенетика / геномная эпидем.	overview	population	20	3380	1952	5.917160
mesh_only	ytd	2011	animal_models	Животные модели	overview	models	76	3380	1952	22.485207
mesh_only	ytd	2011	genome_seq	Геномное / массовое секвенирование	overview	omics	7	3380	1952	2.071006
mesh_only	ytd	2011	cell_culture	Клеточные линии / первичные культуры	overview	models	110	3380	1952	32.544379
mesh_only	ytd	2011	metagenomics	Метагеномика / виромика	overview	omics	3	3380	1952	0.887574
mesh_only	ytd	2011	viral_vectors	Вирусные векторы / доставка генов	overview	platforms	106	3380	1952	31.360947
mesh_only	ytd	2011	molecular_modeling	Молекулярное моделирование	overview	computation	6	3380	1952	1.775148
mesh_only	ytd	2011	cytometry	Цитометрия / иммунофенотипинг	overview	assays	37	3380	1952	10.946746
mesh_only	ytd	2011	proteomics	Протеомика / интерактомика	overview	omics	18	3380	1952	5.325444
mesh_only	ytd	2011	single_cell	Одноклеточные / ядерные омики	overview	omics	6	3380	1952	1.775148
mesh_only	ytd	2011	rna_vaccines	РНК- / мРНК-вакцины	overview	platforms	0	3380	1952	0.000000
mesh_only	ytd	2011	math_epi	Математическая эпидемиология	overview	computation	5	3380	1952	1.479290
mesh_only	ytd	2011	systems_biology	Системная биология / мультиомика	overview	computation	3	3380	1952	0.887574
mesh_only	ytd	2011	metabolomics	Метаболомика / липидомика	overview	omics	0	3380	1952	0.000000
mesh_only	ytd	2011	biosensors	Биосенсоры / микрофлюидика	overview	assays	11	3380	1952	3.254438
mesh_only	ytd	2011	vlp_nanovaccines	VLP / наночастичные вакцины	overview	platforms	0	3380	1952	0.000000
mesh_only	ytd	2011	crispr_diagnostics	CRISPR-диагностика	overview	assays	0	3380	1952	0.000000
mesh_only	ytd	2011	cryo_em	Крио-ЭМ / электронная томография	overview	structure	2	3380	1952	0.591716
mesh_only	ytd	2011	wastewater	Надзор: сточные воды / среда	overview	population	0	3380	1952	0.000000
mesh_only	ytd	2011	organoids	Органоиды / органы-на-чипе	overview	models	0	3380	1952	0.000000
mesh_only	ytd	2011	cell_microscopy	Клеточная микроскопия	overview	structure	11	3380	1952	3.254438
mesh_only	ytd	2011	epigenomics	Эпигеномика / модификации РНК	overview	omics	4	3380	1952	1.183432
mesh_only	ytd	2011	long_reads	Длинные чтения / direct RNA	overview	omics	0	3380	1952	0.000000
mesh_only	ytd	2011	crystallography_nmr	Кристаллография / ЯМР	overview	structure	3	3380	1952	0.887574
mesh_only	ytd	2011	annotation_homology	Аннотация / методы гомологии	overview	computation	4	3380	1952	1.183432
mesh_only	ytd	2011	spatial_omics	Пространственные омики	overview	omics	0	3380	1952	0.000000
mesh_only	ytd	2011	compound_screening	Массовый скрининг соединений	overview	assays	6	3380	1952	1.775148
mesh_only	ytd	2011	immune_repertoire	Профилирование иммунного репертуара	overview	assays	1	3380	1952	0.295858
mesh_only	ytd	2011	deep_mutational	Deep mutational scanning	overview	computation	0	3380	1952	0.000000
mesh_only	ytd	2011	functional_screens	Функциональные геномные скрининги	overview	models	3	3380	1952	0.887574
mesh_only	ytd	2011	classic_ml	Классическое машинное обучение	ai_detail	ai	4	3380	1952	1.183432
mesh_only	ytd	2011	deep_learning	Нейросети / глубокое обучение	ai_detail	ai	1	3380	1952	0.295858
mesh_only	ytd	2011	sequence_lm	Языковые модели биопоследовательностей	ai_detail	ai	0	3380	1952	0.000000
mesh_only	ytd	2011	text_llm	Текстовые LLM / ассистенты — прокси	ai_detail	ai	0	3380	1952	0.000000
mesh_only	ytd	2011	ai_structure	AI-предсказание структур	ai_detail	ai	0	3380	1952	0.000000
mesh_only	ytd	2011	nlp	NLP / анализ научных текстов	ai_detail	ai	2	3380	1952	0.591716
mesh_only	ytd	2011	generative	Генеративные модели / diffusion / GAN	ai_detail	ai	0	3380	1952	0.000000
mesh_only	ytd	2012	pcr	ПЦР / dPCR / изотерм. тесты	overview	assays	102	3240	1858	31.481481
mesh_only	ytd	2012	serology	Серология / иммуноанализ	overview	assays	58	3240	1858	17.901235
mesh_only	ytd	2012	transcriptomics	Транскриптомика / RNA-seq	overview	omics	16	3240	1858	4.938272
mesh_only	ytd	2012	ai_all	AI / машинное / глубокое обучение	overview	ai	5	3240	1858	1.543210
mesh_only	ytd	2012	phylogenetics	Филогенетика / геномная эпидем.	overview	population	27	3240	1858	8.333333
mesh_only	ytd	2012	animal_models	Животные модели	overview	models	64	3240	1858	19.753086
mesh_only	ytd	2012	genome_seq	Геномное / массовое секвенирование	overview	omics	10	3240	1858	3.086420
mesh_only	ytd	2012	cell_culture	Клеточные линии / первичные культуры	overview	models	109	3240	1858	33.641975
mesh_only	ytd	2012	metagenomics	Метагеномика / виромика	overview	omics	4	3240	1858	1.234568
mesh_only	ytd	2012	viral_vectors	Вирусные векторы / доставка генов	overview	platforms	106	3240	1858	32.716049
mesh_only	ytd	2012	molecular_modeling	Молекулярное моделирование	overview	computation	10	3240	1858	3.086420
mesh_only	ytd	2012	cytometry	Цитометрия / иммунофенотипинг	overview	assays	47	3240	1858	14.506173
mesh_only	ytd	2012	proteomics	Протеомика / интерактомика	overview	omics	14	3240	1858	4.320988
mesh_only	ytd	2012	single_cell	Одноклеточные / ядерные омики	overview	omics	10	3240	1858	3.086420
mesh_only	ytd	2012	rna_vaccines	РНК- / мРНК-вакцины	overview	platforms	0	3240	1858	0.000000
mesh_only	ytd	2012	math_epi	Математическая эпидемиология	overview	computation	9	3240	1858	2.777778
mesh_only	ytd	2012	systems_biology	Системная биология / мультиомика	overview	computation	1	3240	1858	0.308642
mesh_only	ytd	2012	metabolomics	Метаболомика / липидомика	overview	omics	3	3240	1858	0.925926
mesh_only	ytd	2012	biosensors	Биосенсоры / микрофлюидика	overview	assays	17	3240	1858	5.246914
mesh_only	ytd	2012	vlp_nanovaccines	VLP / наночастичные вакцины	overview	platforms	0	3240	1858	0.000000
mesh_only	ytd	2012	crispr_diagnostics	CRISPR-диагностика	overview	assays	0	3240	1858	0.000000
mesh_only	ytd	2012	cryo_em	Крио-ЭМ / электронная томография	overview	structure	3	3240	1858	0.925926
mesh_only	ytd	2012	wastewater	Надзор: сточные воды / среда	overview	population	0	3240	1858	0.000000
mesh_only	ytd	2012	organoids	Органоиды / органы-на-чипе	overview	models	0	3240	1858	0.000000
mesh_only	ytd	2012	cell_microscopy	Клеточная микроскопия	overview	structure	17	3240	1858	5.246914
mesh_only	ytd	2012	epigenomics	Эпигеномика / модификации РНК	overview	omics	6	3240	1858	1.851852
mesh_only	ytd	2012	long_reads	Длинные чтения / direct RNA	overview	omics	0	3240	1858	0.000000
mesh_only	ytd	2012	crystallography_nmr	Кристаллография / ЯМР	overview	structure	1	3240	1858	0.308642
mesh_only	ytd	2012	annotation_homology	Аннотация / методы гомологии	overview	computation	9	3240	1858	2.777778
mesh_only	ytd	2012	spatial_omics	Пространственные омики	overview	omics	0	3240	1858	0.000000
mesh_only	ytd	2012	compound_screening	Массовый скрининг соединений	overview	assays	8	3240	1858	2.469136
mesh_only	ytd	2012	immune_repertoire	Профилирование иммунного репертуара	overview	assays	0	3240	1858	0.000000
mesh_only	ytd	2012	deep_mutational	Deep mutational scanning	overview	computation	0	3240	1858	0.000000
mesh_only	ytd	2012	functional_screens	Функциональные геномные скрининги	overview	models	4	3240	1858	1.234568
mesh_only	ytd	2012	classic_ml	Классическое машинное обучение	ai_detail	ai	4	3240	1858	1.234568
mesh_only	ytd	2012	deep_learning	Нейросети / глубокое обучение	ai_detail	ai	1	3240	1858	0.308642
mesh_only	ytd	2012	sequence_lm	Языковые модели биопоследовательностей	ai_detail	ai	0	3240	1858	0.000000
mesh_only	ytd	2012	text_llm	Текстовые LLM / ассистенты — прокси	ai_detail	ai	0	3240	1858	0.000000
mesh_only	ytd	2012	ai_structure	AI-предсказание структур	ai_detail	ai	0	3240	1858	0.000000
mesh_only	ytd	2012	nlp	NLP / анализ научных текстов	ai_detail	ai	0	3240	1858	0.000000
mesh_only	ytd	2012	generative	Генеративные модели / diffusion / GAN	ai_detail	ai	0	3240	1858	0.000000
mesh_only	ytd	2013	pcr	ПЦР / dPCR / изотерм. тесты	overview	assays	98	3250	1800	30.153846
mesh_only	ytd	2013	serology	Серология / иммуноанализ	overview	assays	80	3250	1800	24.615385
mesh_only	ytd	2013	transcriptomics	Транскриптомика / RNA-seq	overview	omics	14	3250	1800	4.307692
mesh_only	ytd	2013	ai_all	AI / машинное / глубокое обучение	overview	ai	5	3250	1800	1.538462
mesh_only	ytd	2013	phylogenetics	Филогенетика / геномная эпидем.	overview	population	27	3250	1800	8.307692
mesh_only	ytd	2013	animal_models	Животные модели	overview	models	61	3250	1800	18.769231
mesh_only	ytd	2013	genome_seq	Геномное / массовое секвенирование	overview	omics	9	3250	1800	2.769231
mesh_only	ytd	2013	cell_culture	Клеточные линии / первичные культуры	overview	models	112	3250	1800	34.461538
mesh_only	ytd	2013	metagenomics	Метагеномика / виромика	overview	omics	2	3250	1800	0.615385
mesh_only	ytd	2013	viral_vectors	Вирусные векторы / доставка генов	overview	platforms	104	3250	1800	32.000000
mesh_only	ytd	2013	molecular_modeling	Молекулярное моделирование	overview	computation	11	3250	1800	3.384615
mesh_only	ytd	2013	cytometry	Цитометрия / иммунофенотипинг	overview	assays	41	3250	1800	12.615385
mesh_only	ytd	2013	proteomics	Протеомика / интерактомика	overview	omics	11	3250	1800	3.384615
mesh_only	ytd	2013	single_cell	Одноклеточные / ядерные омики	overview	omics	7	3250	1800	2.153846
mesh_only	ytd	2013	rna_vaccines	РНК- / мРНК-вакцины	overview	platforms	0	3250	1800	0.000000
mesh_only	ytd	2013	math_epi	Математическая эпидемиология	overview	computation	4	3250	1800	1.230769
mesh_only	ytd	2013	systems_biology	Системная биология / мультиомика	overview	computation	0	3250	1800	0.000000
mesh_only	ytd	2013	metabolomics	Метаболомика / липидомика	overview	omics	2	3250	1800	0.615385
mesh_only	ytd	2013	biosensors	Биосенсоры / микрофлюидика	overview	assays	16	3250	1800	4.923077
mesh_only	ytd	2013	vlp_nanovaccines	VLP / наночастичные вакцины	overview	platforms	1	3250	1800	0.307692
mesh_only	ytd	2013	crispr_diagnostics	CRISPR-диагностика	overview	assays	0	3250	1800	0.000000
mesh_only	ytd	2013	cryo_em	Крио-ЭМ / электронная томография	overview	structure	2	3250	1800	0.615385
mesh_only	ytd	2013	wastewater	Надзор: сточные воды / среда	overview	population	1	3250	1800	0.307692
mesh_only	ytd	2013	organoids	Органоиды / органы-на-чипе	overview	models	3	3250	1800	0.923077
mesh_only	ytd	2013	cell_microscopy	Клеточная микроскопия	overview	structure	10	3250	1800	3.076923
mesh_only	ytd	2013	epigenomics	Эпигеномика / модификации РНК	overview	omics	6	3250	1800	1.846154
mesh_only	ytd	2013	long_reads	Длинные чтения / direct RNA	overview	omics	0	3250	1800	0.000000
mesh_only	ytd	2013	crystallography_nmr	Кристаллография / ЯМР	overview	structure	4	3250	1800	1.230769
mesh_only	ytd	2013	annotation_homology	Аннотация / методы гомологии	overview	computation	5	3250	1800	1.538462
mesh_only	ytd	2013	spatial_omics	Пространственные омики	overview	omics	0	3250	1800	0.000000
mesh_only	ytd	2013	compound_screening	Массовый скрининг соединений	overview	assays	4	3250	1800	1.230769
mesh_only	ytd	2013	immune_repertoire	Профилирование иммунного репертуара	overview	assays	2	3250	1800	0.615385
mesh_only	ytd	2013	deep_mutational	Deep mutational scanning	overview	computation	0	3250	1800	0.000000
mesh_only	ytd	2013	functional_screens	Функциональные геномные скрининги	overview	models	2	3250	1800	0.615385
mesh_only	ytd	2013	classic_ml	Классическое машинное обучение	ai_detail	ai	3	3250	1800	0.923077
mesh_only	ytd	2013	deep_learning	Нейросети / глубокое обучение	ai_detail	ai	2	3250	1800	0.615385
mesh_only	ytd	2013	sequence_lm	Языковые модели биопоследовательностей	ai_detail	ai	0	3250	1800	0.000000
mesh_only	ytd	2013	text_llm	Текстовые LLM / ассистенты — прокси	ai_detail	ai	0	3250	1800	0.000000
mesh_only	ytd	2013	ai_structure	AI-предсказание структур	ai_detail	ai	0	3250	1800	0.000000
mesh_only	ytd	2013	nlp	NLP / анализ научных текстов	ai_detail	ai	0	3250	1800	0.000000
mesh_only	ytd	2013	generative	Генеративные модели / diffusion / GAN	ai_detail	ai	0	3250	1800	0.000000
mesh_only	ytd	2014	pcr	ПЦР / dPCR / изотерм. тесты	overview	assays	85	3195	1730	26.604069
mesh_only	ytd	2014	serology	Серология / иммуноанализ	overview	assays	62	3195	1730	19.405321
mesh_only	ytd	2014	transcriptomics	Транскриптомика / RNA-seq	overview	omics	14	3195	1730	4.381847
mesh_only	ytd	2014	ai_all	AI / машинное / глубокое обучение	overview	ai	6	3195	1730	1.877934
mesh_only	ytd	2014	phylogenetics	Филогенетика / геномная эпидем.	overview	population	28	3195	1730	8.763693
mesh_only	ytd	2014	animal_models	Животные модели	overview	models	57	3195	1730	17.840376
mesh_only	ytd	2014	genome_seq	Геномное / массовое секвенирование	overview	omics	22	3195	1730	6.885759
mesh_only	ytd	2014	cell_culture	Клеточные линии / первичные культуры	overview	models	79	3195	1730	24.726135
mesh_only	ytd	2014	metagenomics	Метагеномика / виромика	overview	omics	3	3195	1730	0.938967
mesh_only	ytd	2014	viral_vectors	Вирусные векторы / доставка генов	overview	platforms	94	3195	1730	29.420970
mesh_only	ytd	2014	molecular_modeling	Молекулярное моделирование	overview	computation	5	3195	1730	1.564945
mesh_only	ytd	2014	cytometry	Цитометрия / иммунофенотипинг	overview	assays	32	3195	1730	10.015649
mesh_only	ytd	2014	proteomics	Протеомика / интерактомика	overview	omics	9	3195	1730	2.816901
mesh_only	ytd	2014	single_cell	Одноклеточные / ядерные омики	overview	omics	5	3195	1730	1.564945
mesh_only	ytd	2014	rna_vaccines	РНК- / мРНК-вакцины	overview	platforms	0	3195	1730	0.000000
mesh_only	ytd	2014	math_epi	Математическая эпидемиология	overview	computation	4	3195	1730	1.251956
mesh_only	ytd	2014	systems_biology	Системная биология / мультиомика	overview	computation	5	3195	1730	1.564945
mesh_only	ytd	2014	metabolomics	Метаболомика / липидомика	overview	omics	2	3195	1730	0.625978
mesh_only	ytd	2014	biosensors	Биосенсоры / микрофлюидика	overview	assays	9	3195	1730	2.816901
mesh_only	ytd	2014	vlp_nanovaccines	VLP / наночастичные вакцины	overview	platforms	0	3195	1730	0.000000
mesh_only	ytd	2014	crispr_diagnostics	CRISPR-диагностика	overview	assays	0	3195	1730	0.000000
mesh_only	ytd	2014	cryo_em	Крио-ЭМ / электронная томография	overview	structure	1	3195	1730	0.312989
mesh_only	ytd	2014	wastewater	Надзор: сточные воды / среда	overview	population	0	3195	1730	0.000000
mesh_only	ytd	2014	organoids	Органоиды / органы-на-чипе	overview	models	1	3195	1730	0.312989
mesh_only	ytd	2014	cell_microscopy	Клеточная микроскопия	overview	structure	12	3195	1730	3.755869
mesh_only	ytd	2014	epigenomics	Эпигеномика / модификации РНК	overview	omics	6	3195	1730	1.877934
mesh_only	ytd	2014	long_reads	Длинные чтения / direct RNA	overview	omics	0	3195	1730	0.000000
mesh_only	ytd	2014	crystallography_nmr	Кристаллография / ЯМР	overview	structure	6	3195	1730	1.877934
mesh_only	ytd	2014	annotation_homology	Аннотация / методы гомологии	overview	computation	8	3195	1730	2.503912
mesh_only	ytd	2014	spatial_omics	Пространственные омики	overview	omics	0	3195	1730	0.000000
mesh_only	ytd	2014	compound_screening	Массовый скрининг соединений	overview	assays	3	3195	1730	0.938967
mesh_only	ytd	2014	immune_repertoire	Профилирование иммунного репертуара	overview	assays	1	3195	1730	0.312989
mesh_only	ytd	2014	deep_mutational	Deep mutational scanning	overview	computation	0	3195	1730	0.000000
mesh_only	ytd	2014	functional_screens	Функциональные геномные скрининги	overview	models	1	3195	1730	0.312989
mesh_only	ytd	2014	classic_ml	Классическое машинное обучение	ai_detail	ai	4	3195	1730	1.251956
mesh_only	ytd	2014	deep_learning	Нейросети / глубокое обучение	ai_detail	ai	2	3195	1730	0.625978
mesh_only	ytd	2014	sequence_lm	Языковые модели биопоследовательностей	ai_detail	ai	0	3195	1730	0.000000
mesh_only	ytd	2014	text_llm	Текстовые LLM / ассистенты — прокси	ai_detail	ai	0	3195	1730	0.000000
mesh_only	ytd	2014	ai_structure	AI-предсказание структур	ai_detail	ai	0	3195	1730	0.000000
mesh_only	ytd	2014	nlp	NLP / анализ научных текстов	ai_detail	ai	0	3195	1730	0.000000
mesh_only	ytd	2014	generative	Генеративные модели / diffusion / GAN	ai_detail	ai	0	3195	1730	0.000000
mesh_only	ytd	2015	pcr	ПЦР / dPCR / изотерм. тесты	overview	assays	91	3121	1662	29.157321
mesh_only	ytd	2015	serology	Серология / иммуноанализ	overview	assays	47	3121	1662	15.059276
mesh_only	ytd	2015	transcriptomics	Транскриптомика / RNA-seq	overview	omics	22	3121	1662	7.049023
mesh_only	ytd	2015	ai_all	AI / машинное / глубокое обучение	overview	ai	10	3121	1662	3.204101
mesh_only	ytd	2015	phylogenetics	Филогенетика / геномная эпидем.	overview	population	26	3121	1662	8.330663
mesh_only	ytd	2015	animal_models	Животные модели	overview	models	63	3121	1662	20.185838
mesh_only	ytd	2015	genome_seq	Геномное / массовое секвенирование	overview	omics	15	3121	1662	4.806152
mesh_only	ytd	2015	cell_culture	Клеточные линии / первичные культуры	overview	models	85	3121	1662	27.234861
mesh_only	ytd	2015	metagenomics	Метагеномика / виромика	overview	omics	7	3121	1662	2.242871
mesh_only	ytd	2015	viral_vectors	Вирусные векторы / доставка генов	overview	platforms	61	3121	1662	19.545018
mesh_only	ytd	2015	molecular_modeling	Молекулярное моделирование	overview	computation	9	3121	1662	2.883691
mesh_only	ytd	2015	cytometry	Цитометрия / иммунофенотипинг	overview	assays	40	3121	1662	12.816405
mesh_only	ytd	2015	proteomics	Протеомика / интерактомика	overview	omics	14	3121	1662	4.485742
mesh_only	ytd	2015	single_cell	Одноклеточные / ядерные омики	overview	omics	5	3121	1662	1.602051
mesh_only	ytd	2015	rna_vaccines	РНК- / мРНК-вакцины	overview	platforms	0	3121	1662	0.000000
mesh_only	ytd	2015	math_epi	Математическая эпидемиология	overview	computation	5	3121	1662	1.602051
mesh_only	ytd	2015	systems_biology	Системная биология / мультиомика	overview	computation	1	3121	1662	0.320410
mesh_only	ytd	2015	metabolomics	Метаболомика / липидомика	overview	omics	3	3121	1662	0.961230
mesh_only	ytd	2015	biosensors	Биосенсоры / микрофлюидика	overview	assays	8	3121	1662	2.563281
mesh_only	ytd	2015	vlp_nanovaccines	VLP / наночастичные вакцины	overview	platforms	0	3121	1662	0.000000
mesh_only	ytd	2015	crispr_diagnostics	CRISPR-диагностика	overview	assays	0	3121	1662	0.000000
mesh_only	ytd	2015	cryo_em	Крио-ЭМ / электронная томография	overview	structure	3	3121	1662	0.961230
mesh_only	ytd	2015	wastewater	Надзор: сточные воды / среда	overview	population	0	3121	1662	0.000000
mesh_only	ytd	2015	organoids	Органоиды / органы-на-чипе	overview	models	1	3121	1662	0.320410
mesh_only	ytd	2015	cell_microscopy	Клеточная микроскопия	overview	structure	15	3121	1662	4.806152
mesh_only	ytd	2015	epigenomics	Эпигеномика / модификации РНК	overview	omics	4	3121	1662	1.281640
mesh_only	ytd	2015	long_reads	Длинные чтения / direct RNA	overview	omics	0	3121	1662	0.000000
mesh_only	ytd	2015	crystallography_nmr	Кристаллография / ЯМР	overview	structure	4	3121	1662	1.281640
mesh_only	ytd	2015	annotation_homology	Аннотация / методы гомологии	overview	computation	5	3121	1662	1.602051
mesh_only	ytd	2015	spatial_omics	Пространственные омики	overview	omics	0	3121	1662	0.000000
mesh_only	ytd	2015	compound_screening	Массовый скрининг соединений	overview	assays	2	3121	1662	0.640820
mesh_only	ytd	2015	immune_repertoire	Профилирование иммунного репертуара	overview	assays	2	3121	1662	0.640820
mesh_only	ytd	2015	deep_mutational	Deep mutational scanning	overview	computation	0	3121	1662	0.000000
mesh_only	ytd	2015	functional_screens	Функциональные геномные скрининги	overview	models	1	3121	1662	0.320410
mesh_only	ytd	2015	classic_ml	Классическое машинное обучение	ai_detail	ai	7	3121	1662	2.242871
mesh_only	ytd	2015	deep_learning	Нейросети / глубокое обучение	ai_detail	ai	4	3121	1662	1.281640
mesh_only	ytd	2015	sequence_lm	Языковые модели биопоследовательностей	ai_detail	ai	0	3121	1662	0.000000
mesh_only	ytd	2015	text_llm	Текстовые LLM / ассистенты — прокси	ai_detail	ai	0	3121	1662	0.000000
mesh_only	ytd	2015	ai_structure	AI-предсказание структур	ai_detail	ai	0	3121	1662	0.000000
mesh_only	ytd	2015	nlp	NLP / анализ научных текстов	ai_detail	ai	0	3121	1662	0.000000
mesh_only	ytd	2015	generative	Генеративные модели / diffusion / GAN	ai_detail	ai	0	3121	1662	0.000000
mesh_only	ytd	2016	pcr	ПЦР / dPCR / изотерм. тесты	overview	assays	74	2904	1701	25.482094
mesh_only	ytd	2016	serology	Серология / иммуноанализ	overview	assays	63	2904	1701	21.694215
mesh_only	ytd	2016	transcriptomics	Транскриптомика / RNA-seq	overview	omics	22	2904	1701	7.575758
mesh_only	ytd	2016	ai_all	AI / машинное / глубокое обучение	overview	ai	6	2904	1701	2.066116
mesh_only	ytd	2016	phylogenetics	Филогенетика / геномная эпидем.	overview	population	31	2904	1701	10.674931
